feature	method	group1	group2	p_values	adj_method	p_adjust	description
K00028	edgeR	negative	positive	6.29991698813246e-15	BH	1.8071592862671e-13	E1.1.1.39; malate dehydrogenase (decarboxylating) [EC:1.1.1.39]
K00029	edgeR	negative	positive	0.997468301491256	BH	1	E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
K00030	edgeR	negative	positive	0.625188119819449	BH	1	IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
K00031	edgeR	negative	positive	0.951941442726983	BH	1	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K00032	edgeR	negative	positive	1	BH	1	E1.1.1.43; phosphogluconate 2-dehydrogenase [EC:1.1.1.43]
K00033	edgeR	negative	positive	0.888523202681346	BH	1	PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
K00034	edgeR	negative	positive	0.239365345870566	BH	0.692154407604902	gdh; glucose 1-dehydrogenase [EC:1.1.1.47]
K00036	edgeR	negative	positive	0.942889820809175	BH	1	G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]
K00039	edgeR	negative	positive	4.43123447023115e-19	BH	2.53035912272078e-17	rbtD; ribitol 2-dehydrogenase [EC:1.1.1.56]
K00040	edgeR	negative	positive	0.975030044729265	BH	1	uxuB; fructuronate reductase [EC:1.1.1.57]
K00041	edgeR	negative	positive	0.858336404729441	BH	1	uxaB; tagaturonate reductase [EC:1.1.1.58]
K00042	edgeR	negative	positive	0.916897361077601	BH	1	garR, glxR; 2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]
K00045	edgeR	negative	positive	0.692384923718377	BH	1	E1.1.1.67, mtlK; mannitol 2-dehydrogenase [EC:1.1.1.67]
K00046	edgeR	negative	positive	0.897985844972601	BH	1	idnO; gluconate 5-dehydrogenase [EC:1.1.1.69]
K00048	edgeR	negative	positive	0.961737402295762	BH	1	fucO; lactaldehyde reductase [EC:1.1.1.77]
K00050	edgeR	negative	positive	0.820566605721123	BH	1	ttuD; hydroxypyruvate reductase [EC:1.1.1.81]
K00052	edgeR	negative	positive	0.967192534318478	BH	1	leuB, IMDH; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]
K00053	edgeR	negative	positive	0.99847128487099	BH	1	ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]
K00054	edgeR	negative	positive	0.897588768091692	BH	1	mvaA; hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]
K00055	edgeR	negative	positive	0.0339716470628933	BH	0.140723229528324	E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90]
K00057	edgeR	negative	positive	0.997204054968276	BH	1	gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K00058	edgeR	negative	positive	0.944093079000536	BH	1	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]
K00059	edgeR	negative	positive	0.960259599325386	BH	1	fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
K00060	edgeR	negative	positive	0.6786366901302	BH	1	tdh; threonine 3-dehydrogenase [EC:1.1.1.103]
K00064	edgeR	negative	positive	7.34904245585795e-09	BH	1.03462325818645e-07	E1.1.1.122; D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]
K00065	edgeR	negative	positive	0.683522541037327	BH	1	kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]
K00066	edgeR	negative	positive	0.905992244896254	BH	1	algD; GDP-mannose 6-dehydrogenase [EC:1.1.1.132]
K00067	edgeR	negative	positive	0.889409265590307	BH	1	rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]
K00068	edgeR	negative	positive	0.00768370654023207	BH	0.0371175296510083	srlD; sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]
K00073	edgeR	negative	positive	0.725025918431078	BH	1	allD; ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]
K00074	edgeR	negative	positive	0.994355543110972	BH	1	paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]
K00075	edgeR	negative	positive	0.975423221065019	BH	1	murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]
K00076	edgeR	negative	positive	0.979435589012888	BH	1	hdhA; 7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]
K00077	edgeR	negative	positive	0.921708899775807	BH	1	panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]
K00078	edgeR	negative	positive	6.46332253981153e-05	BH	0.000464052887405975	DHDH; dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]
K00082	edgeR	negative	positive	0.972082581757821	BH	1	ribD2; 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:1.1.1.193]
K00086	edgeR	negative	positive	0.0654167667505122	BH	0.249187309754133	dhaT; 1,3-propanediol dehydrogenase [EC:1.1.1.202]
K00087	edgeR	negative	positive	0.636235823181183	BH	1	ygeS, xdhA; xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]
K00088	edgeR	negative	positive	0.995334978796199	BH	1	IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]
K00090	edgeR	negative	positive	4.49179069464845e-06	BH	4.58177648485843e-05	ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]
K00091	edgeR	negative	positive	0.823853515830074	BH	1	E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]
K00094	edgeR	negative	positive	6.28874528218461e-08	BH	8.21030634062991e-07	E1.1.1.251, gatD; galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251]
K00096	edgeR	negative	positive	0.947458506733166	BH	1	araM, egsA; glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]
K00097	edgeR	negative	positive	0.918200681812693	BH	1	pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]
K00098	edgeR	negative	positive	9.38402472519504e-10	BH	1.41921760076588e-08	idnD; L-idonate 5-dehydrogenase [EC:1.1.1.264]
K00099	edgeR	negative	positive	0.993721998518642	BH	1	dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]
K00100	edgeR	negative	positive	0.979932019318079	BH	1	bdhAB; butanol dehydrogenase [EC:1.1.1.-]
K00101	edgeR	negative	positive	0.000193998945271389	BH	0.00130976083492617	lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]
K00102	edgeR	negative	positive	0.647254270459207	BH	1	LDHD, dld; D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]
K00104	edgeR	negative	positive	0.912576794956873	BH	1	glcD; glycolate oxidase [EC:1.1.3.15]
K00105	edgeR	negative	positive	0.145900271595303	BH	0.481604894352945	E1.1.3.21; alpha-glycerophosphate oxidase [EC:1.1.3.21]
K00108	edgeR	negative	positive	5.97551806589493e-06	BH	5.29904432258607e-05	betA, CHDH; choline dehydrogenase [EC:1.1.99.1]
K00111	edgeR	negative	positive	0.980115630261504	BH	1	glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]
K00112	edgeR	negative	positive	0.388211521320419	BH	0.886344424272328	glpB; glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]
K00113	edgeR	negative	positive	0.381586208260842	BH	0.876171263612832	glpC; glycerol-3-phosphate dehydrogenase subunit C
K00114	edgeR	negative	positive	1	BH	1	exaA; alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]
K00116	edgeR	negative	positive	7.19473742084273e-05	BH	0.000511070491882587	mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]
K00117	edgeR	negative	positive	2.49696364577764e-06	BH	2.89496164624315e-05	gcd; quinoprotein glucose dehydrogenase [EC:1.1.5.2]
K00121	edgeR	negative	positive	0.675917815605368	BH	1	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]
K00122	edgeR	negative	positive	0.00297729835623885	BH	0.0157636854043495	FDH; formate dehydrogenase [EC:1.17.1.9]
K00123	edgeR	negative	positive	0.410077194560336	BH	0.912265206591893	fdoG, fdhF, fdwA; formate dehydrogenase major subunit [EC:1.17.1.9]
K00124	edgeR	negative	positive	0.571889171527767	BH	1	fdoH, fdsB; formate dehydrogenase iron-sulfur subunit
K00125	edgeR	negative	positive	0.460925730908228	BH	0.947121495363511	fdhB; formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]
K00127	edgeR	negative	positive	0.778867671161481	BH	1	fdoI, fdsG; formate dehydrogenase subunit gamma
K00128	edgeR	negative	positive	0.929917624236987	BH	1	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
K00130	edgeR	negative	positive	0.000323505706048204	BH	0.00212768553708776	betB, gbsA; betaine-aldehyde dehydrogenase [EC:1.2.1.8]
K00131	edgeR	negative	positive	0.824038874383081	BH	1	gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]
K00132	edgeR	negative	positive	0.0144675616671067	BH	0.0653339259320192	E1.2.1.10; acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10]
K00133	edgeR	negative	positive	0.986050248310168	BH	1	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]
K00134	edgeR	negative	positive	0.964248389312547	BH	1	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]
K00135	edgeR	negative	positive	0.019956128960342	BH	0.087156503179192	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
K00137	edgeR	negative	positive	2.9842109901388e-06	BH	3.37033810531388e-05	prr; aminobutyraldehyde dehydrogenase [EC:1.2.1.19]
K00138	edgeR	negative	positive	2.31138694530831e-10	BH	3.76601979622234e-09	aldB; aldehyde dehydrogenase [EC:1.2.1.-]
K00140	edgeR	negative	positive	0.2508075346792	BH	0.701519748724888	mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]
K00141	edgeR	negative	positive	7.34904245585795e-09	BH	1.03462325818645e-07	xylC; benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28]
K00145	edgeR	negative	positive	0.982577630027779	BH	1	argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]
K00146	edgeR	negative	positive	3.86213152273357e-19	BH	2.29103141785457e-17	feaB; phenylacetaldehyde dehydrogenase [EC:1.2.1.39]
K00147	edgeR	negative	positive	0.985611235659835	BH	1	proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]
K00148	edgeR	negative	positive	1	BH	1	fdhA; glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46]
K00150	edgeR	negative	positive	0.233814641114169	BH	0.681640429294538	gap2; glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59]
K00151	edgeR	negative	positive	2.24359377902311e-19	BH	1.54026494267766e-17	hpaE, hpcC; 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [EC:1.2.1.60]
K00153	edgeR	negative	positive	0.94207117995087	BH	1	E1.1.1.306; S-(hydroxymethyl)mycothiol dehydrogenase [EC:1.1.1.306]
K00154	edgeR	negative	positive	1	BH	1	E1.2.1.68; coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]
K00156	edgeR	negative	positive	0.574289778275824	BH	1	poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]
K00158	edgeR	negative	positive	0.0613245672024831	BH	0.235359990959279	E1.2.3.3, poxL; pyruvate oxidase [EC:1.2.3.3]
K00161	edgeR	negative	positive	0.727613920295059	BH	1	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]
K00162	edgeR	negative	positive	0.728778062790861	BH	1	PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]
K00163	edgeR	negative	positive	0.00773364077886208	BH	0.0373242852755508	aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]
K00164	edgeR	negative	positive	0.973706404950336	BH	1	OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]
K00166	edgeR	negative	positive	0.00622321468281279	BH	0.0317925097926306	BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]
K00167	edgeR	negative	positive	0.00622321468281279	BH	0.0317925097926306	BCKDHB, bkdA2; 2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4]
K00169	edgeR	negative	positive	0.912379725590067	BH	1	porA; pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]
K00170	edgeR	negative	positive	0.918632830455349	BH	1	porB; pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]
K00171	edgeR	negative	positive	0.876221991972113	BH	1	porD; pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]
K00172	edgeR	negative	positive	0.845403227833765	BH	1	porC, porG; pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]
K00174	edgeR	negative	positive	0.939712312276377	BH	1	korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]
K00175	edgeR	negative	positive	0.938872224509885	BH	1	korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]
K00176	edgeR	negative	positive	0.991466629622871	BH	1	korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]
K00177	edgeR	negative	positive	0.980486781223873	BH	1	korC, oorC; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]
K00179	edgeR	negative	positive	0.876494805698573	BH	1	iorA; indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]
K00180	edgeR	negative	positive	0.856521195671731	BH	1	iorB; indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]
K00183	edgeR	negative	positive	0.616466222117457	BH	1	NA
K00184	edgeR	negative	positive	0.933552985982352	BH	1	dmsB; dimethyl sulfoxide reductase iron-sulfur subunit
K00185	edgeR	negative	positive	0.995724151235738	BH	1	dmsC; dimethyl sulfoxide reductase membrane subunit
K00186	edgeR	negative	positive	0.453991273141452	BH	0.947121495363511	vorA; 2-oxoisovalerate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.7]
K00187	edgeR	negative	positive	0.489672569446962	BH	0.982561379087336	vorB; 2-oxoisovalerate ferredoxin oxidoreductase beta subunit [EC:1.2.7.7]
K00188	edgeR	negative	positive	0.489672569446962	BH	0.982561379087336	vorD; 2-oxoisovalerate ferredoxin oxidoreductase delta subunit [EC:1.2.7.7]
K00194	edgeR	negative	positive	0.970147294117333	BH	1	cdhD, acsD; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245]
K00196	edgeR	negative	positive	0.704480843932453	BH	1	cooF; anaerobic carbon-monoxide dehydrogenase iron sulfur subunit
K00197	edgeR	negative	positive	0.994464782274065	BH	1	cdhE, acsC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245]
K00198	edgeR	negative	positive	0.922736420261538	BH	1	cooS, acsA; anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4]
K00200	edgeR	negative	positive	0.460925730908228	BH	0.947121495363511	fwdA, fmdA; formylmethanofuran dehydrogenase subunit A [EC:1.2.7.12]
K00201	edgeR	negative	positive	0.460925730908228	BH	0.947121495363511	fwdB, fmdB; formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12]
K00202	edgeR	negative	positive	0.460925730908228	BH	0.947121495363511	fwdC, fmdC; formylmethanofuran dehydrogenase subunit C [EC:1.2.7.12]
K00203	edgeR	negative	positive	0.460925730908228	BH	0.947121495363511	fwdD, fmdD; formylmethanofuran dehydrogenase subunit D [EC:1.2.7.12]
K00204	edgeR	negative	positive	0.460925730908228	BH	0.947121495363511	fwdH; 4Fe-4S ferredoxin
K00205	edgeR	negative	positive	0.453991273141452	BH	0.947121495363511	fwdF, fmdF; 4Fe-4S ferredoxin
K00208	edgeR	negative	positive	0.937724219423038	BH	1	fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K00209	edgeR	negative	positive	0.336131546189287	BH	0.845549997656701	fabV, ter; enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]
K00210	edgeR	negative	positive	0.506677657563761	BH	1	NA
K00214	edgeR	negative	positive	1.25117707959269e-12	BH	2.40399118122998e-11	BLVRA, bvdR; biliverdin reductase [EC:1.3.1.24]
K00215	edgeR	negative	positive	0.990192409187716	BH	1	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]
K00216	edgeR	negative	positive	1.11591106159588e-05	BH	9.07885031471482e-05	entA; 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]
K00218	edgeR	negative	positive	0.119234168754275	BH	0.411593655982271	por; protochlorophyllide reductase [EC:1.3.1.33]
K00219	edgeR	negative	positive	0.284163848414122	BH	0.77184116489002	fadH; 2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]
K00220	edgeR	negative	positive	0.814557287833652	BH	1	tyrC; cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12]
K00226	edgeR	negative	positive	0.787426304667652	BH	1	pyrD; dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]
K00228	edgeR	negative	positive	0.000909378101104914	BH	0.0053170336820584	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]
K00230	edgeR	negative	positive	0.572194281094833	BH	1	hemG; menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]
K00231	edgeR	negative	positive	0.847003515579495	BH	1	PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K00239	edgeR	negative	positive	0.930902581404185	BH	1	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]
K00240	edgeR	negative	positive	0.986604122551531	BH	1	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]
K00241	edgeR	negative	positive	0.955371387978153	BH	1	sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit
K00242	edgeR	negative	positive	0.0447115108414406	BH	0.178670589431787	sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit
K00243	edgeR	negative	positive	0.983395471842195	BH	1	K00243; uncharacterized protein
K00244	edgeR	negative	positive	0.895651145651969	BH	1	frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]
K00245	edgeR	negative	positive	0.3398687439486	BH	0.845549997656701	frdB; fumarate reductase iron-sulfur subunit [EC:1.3.5.4]
K00246	edgeR	negative	positive	0.333785411524423	BH	0.845549997656701	frdC; fumarate reductase subunit C
K00247	edgeR	negative	positive	0.168330944392994	BH	0.537919492803971	frdD; fumarate reductase subunit D
K00248	edgeR	negative	positive	0.851083405680055	BH	1	ACADS, bcd; butyryl-CoA dehydrogenase [EC:1.3.8.1]
K00249	edgeR	negative	positive	0.0330401884390942	BH	0.137236948581146	ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]
K00252	edgeR	negative	positive	0.243899751716373	BH	0.697741142164636	GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]
K00253	edgeR	negative	positive	0.32471188117503	BH	0.84497001447165	IVD, ivd; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
K00254	edgeR	negative	positive	0.903500428413096	BH	1	DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]
K00257	edgeR	negative	positive	0.789769102817915	BH	1	mbtN, fadE14; acyl-ACP dehydrogenase [EC:1.3.99.-]
K00259	edgeR	negative	positive	0.916411785358959	BH	1	ald; alanine dehydrogenase [EC:1.4.1.1]
K00260	edgeR	negative	positive	0.943682387908573	BH	1	gudB, rocG; glutamate dehydrogenase [EC:1.4.1.2]
K00261	edgeR	negative	positive	0.368613557159034	BH	0.858515215160118	GLUD1_2, gdhA; glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]
K00262	edgeR	negative	positive	0.956225564987833	BH	1	E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]
K00263	edgeR	negative	positive	0.448403521460909	BH	0.947121495363511	E1.4.1.9; leucine dehydrogenase [EC:1.4.1.9]
K00265	edgeR	negative	positive	0.922294395519944	BH	1	gltB; glutamate synthase (NADPH) large chain [EC:1.4.1.13]
K00266	edgeR	negative	positive	0.965885597476279	BH	1	gltD; glutamate synthase (NADPH) small chain [EC:1.4.1.13]
K00274	edgeR	negative	positive	0.512541028063738	BH	1	MAO, aofH; monoamine oxidase [EC:1.4.3.4]
K00275	edgeR	negative	positive	0.789640887011832	BH	1	pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
K00276	edgeR	negative	positive	2.4491592691601e-19	BH	1.59195352495407e-17	AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]
K00278	edgeR	negative	positive	0.998549725728207	BH	1	nadB; L-aspartate oxidase [EC:1.4.3.16]
K00281	edgeR	negative	positive	0.724859284138259	BH	1	GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]
K00282	edgeR	negative	positive	0.926091224747458	BH	1	gcvPA; glycine dehydrogenase subunit 1 [EC:1.4.4.2]
K00283	edgeR	negative	positive	0.951940765021912	BH	1	gcvPB; glycine dehydrogenase subunit 2 [EC:1.4.4.2]
K00284	edgeR	negative	positive	0.873760342991384	BH	1	GLU, gltS; glutamate synthase (ferredoxin) [EC:1.4.7.1]
K00285	edgeR	negative	positive	0.0498765186431972	BH	0.196991292120191	dadA; D-amino-acid dehydrogenase [EC:1.4.5.1]
K00286	edgeR	negative	positive	0.98097177487794	BH	1	proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]
K00287	edgeR	negative	positive	0.989073530968381	BH	1	DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]
K00289	edgeR	negative	positive	0.0180292436147997	BH	0.079536951975759	ALDH1L; formyltetrahydrofolate dehydrogenase [EC:1.5.1.6]
K00290	edgeR	negative	positive	0.922428707329316	BH	1	LYS1; saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]
K00293	edgeR	negative	positive	0.0037951851172987	BH	0.0198362541203551	LYS9; saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]
K00294	edgeR	negative	positive	0.754917044017349	BH	1	E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]
K00297	edgeR	negative	positive	0.959152280692538	BH	1	metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
K00298	edgeR	negative	positive	0.594672652843586	BH	1	ceo; N5-(carboxyethyl)ornithine synthase [EC:1.5.1.24]
K00299	edgeR	negative	positive	4.39850935467737e-05	BH	0.000323015530734119	ssuE; FMN reductase [EC:1.5.1.38]
K00301	edgeR	negative	positive	0.00297729835623885	BH	0.0157636854043495	E1.5.3.1; sarcosine oxidase [EC:1.5.3.1]
K00302	edgeR	negative	positive	0.0766425921420154	BH	0.286588884937402	soxA; sarcosine oxidase, subunit alpha [EC:1.5.3.1]
K00303	edgeR	negative	positive	0.184862633214843	BH	0.569167366602147	soxB; sarcosine oxidase, subunit beta [EC:1.5.3.1]
K00304	edgeR	negative	positive	0.00213076227139814	BH	0.0117287905209393	soxD; sarcosine oxidase, subunit delta [EC:1.5.3.1]
K00305	edgeR	negative	positive	0.00297729835623885	BH	0.0157636854043495	soxG; sarcosine oxidase, subunit gamma [EC:1.5.3.1]
K00311	edgeR	negative	positive	0.698836808425959	BH	1	ETFDH; electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]
K00313	edgeR	negative	positive	0.775161423890607	BH	1	fixC; electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-]
K00316	edgeR	negative	positive	1.21455116039995e-13	BH	3.24057100001908e-12	spdH; spermidine dehydrogenase [EC:1.5.99.6]
